Zulassungsnr,Code_Hinweis,Text_Hinweis
025496-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
025496-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
025078-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025078-61,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
006860-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006860-60,NN161,Das Mittel wird als nichtschädigend für Populationen der Art Coccinella septempunctata (Siebenpunkt-Marienkäfer) eingestuft.
006860-60,NN170,Das Mittel wird als nichtschädigend für Populationen der Art Chrysoperla carnea (Florfliege) eingestuft.
006860-60,NN1842,Das Mittel wird als nichtschädigend für Populationen der Art Aphidius rhopalosiphi (Brackwespe) eingestuft.
006952-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006952-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
007863-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007634-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007634-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
007634-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007863-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024068-60,N/A,N/A
024068-00,N/A,N/A
00B307-60,N/A,N/A
035312-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
035312-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
035312-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
028452-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028452-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A756-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A693-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A693-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A693-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A774-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
00A774-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A774-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
026336-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
026336-61,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00B037-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034419-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034419-00,NN1324,Das Mittel wird als nichtschädigend für Populationen der Art Amblyseius cucumeris (Raubmilbe) eingestuft.
034419-00,NN134,Das Mittel wird als nichtschädigend für Populationen der Art Typhlodromus pyri (Raubmilbe) eingestuft.
034419-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
034419-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
00A800-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A800-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
005914-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
005914-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
005914-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
025427-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025427-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
025427-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
025662-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008330-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008330-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008330-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A722-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
00A722-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A722-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
008659-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008659-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028865-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A839-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
00A839-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
043185-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
043185-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A461-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A461-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A461-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
044044-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
044044-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A475-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025678-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025678-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007414-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008274-00,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
008274-00,NN000,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Populationen relevanter Nutzorganismen nicht gefährdet.
025678-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025678-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A536-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008181-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008181-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008181-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A940-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A940-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A590-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A590-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A590-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A554-61,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A554-61,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007213-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007667-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007667-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
034060-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034060-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A637-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A637-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A637-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00A267-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A267-00,NB6644,"Die Anwendung in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Pyrethroide ist auch während des Bienenfluges an blühenden Pflanzen und an Pflanzen, die von Bienen beflogen werden, erlaubt."
00A267-00,NB6645,"Das Mittel darf in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Neonikotinoide an blühenden Pflanzen und an Pflanzen, die von Bienen be-flogen werden, angewendet werden, sofern dies ausweislich der Gebrauchsanleitung des Insektizids erlaubt ist."
00A267-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A267-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
034457-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034457-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008967-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008967-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A352-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007519-63,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007519-63,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00A657-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A657-00,NB6644,"Die Anwendung in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Pyrethroide ist auch während des Bienenfluges an blühenden Pflanzen und an Pflanzen, die von Bienen beflogen werden, erlaubt."
00A657-00,NB6645,"Das Mittel darf in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Neonikotinoide an blühenden Pflanzen und an Pflanzen, die von Bienen be-flogen werden, angewendet werden, sofern dies ausweislich der Gebrauchsanleitung des Insektizids erlaubt ist."
00A657-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B035-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B035-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B035-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
00B098-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B098-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008028-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028124-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B091-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B091-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
025691-00,N/A,N/A
028866-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
028866-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
028866-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
006897-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006897-00,NN170,Das Mittel wird als nichtschädigend für Populationen der Art Chrysoperla carnea (Florfliege) eingestuft.
006897-00,NN1842,Das Mittel wird als nichtschädigend für Populationen der Art Aphidius rhopalosiphi (Brackwespe) eingestuft.
007957-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
060122-57,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
060122-57,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
060122-57,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
060122-98,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
060122-98,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
060122-98,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
008405-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008405-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008405-60,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007519-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007519-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008835-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
008835-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
008835-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
025625-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
025625-60,NN1842,Das Mittel wird als nichtschädigend für Populationen der Art Aphidius rhopalosiphi (Brackwespe) eingestuft.
00A249-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024348-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
050498-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
050498-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
050498-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
006855-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
006855-00,NN161,Das Mittel wird als nichtschädigend für Populationen der Art Coccinella septempunctata (Siebenpunkt-Marienkäfer) eingestuft.
006855-00,NN170,Das Mittel wird als nichtschädigend für Populationen der Art Chrysoperla carnea (Florfliege) eingestuft.
00B324-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B324-00,NB6644,"Die Anwendung in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Pyrethroide ist auch während des Bienenfluges an blühenden Pflanzen und an Pflanzen, die von Bienen beflogen werden, erlaubt."
00B324-00,NB6645,"Das Mittel darf in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Neonikotinoide an blühenden Pflanzen und an Pflanzen, die von Bienen be-flogen werden, angewendet werden, sofern dies ausweislich der Gebrauchsanleitung des Insektizids erlaubt ist."
034273-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
034273-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
034273-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
00A497-60,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00A497-60,NB6644,"Die Anwendung in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Pyrethroide ist auch während des Bienenfluges an blühenden Pflanzen und an Pflanzen, die von Bienen beflogen werden, erlaubt."
00A497-60,NB6645,"Das Mittel darf in Mischung mit einem als nicht bienengefährlich eingestuften Insektizid aus der Gruppe der Neonikotinoide an blühenden Pflanzen und an Pflanzen, die von Bienen be-flogen werden, angewendet werden, sofern dies ausweislich der Gebrauchsanleitung des Insektizids erlaubt ist."
00A497-60,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B128-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
00B128-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
00B128-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
024091-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
024091-00,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
024091-00,NN170,Das Mittel wird als nichtschädigend für Populationen der Art Chrysoperla carnea (Florfliege) eingestuft.
00B087-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007819-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007819-00,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
007819-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007138-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
007138-00,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
007138-00,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
006275-63,NB663,Aufgrund der durch die Zulassung festgelegten Anwendungen des Mittels werden Bienen nicht gefährdet (B3).
006275-63,NN130,Das Mittel wird als nichtschädigend für Populationen der Arten Pardosa amentata und palustris (Wolfspinnen) eingestuft.
006275-63,NN160,Das Mittel wird als nichtschädigend für Populationen der Art Aleochara bilineata (Kurzflügelkäfer) eingestuft.
006275-63,NN165,Das Mittel wird als nichtschädigend für Populationen der Art Poecilus cupreus (Laufkäfer) eingestuft.
027821-64,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
027821-64,NN1001,Das Mittel wird als nicht schädigend für Populationen relevanter Nutzinsekten eingestuft.
027821-64,NN1002,Das Mittel wird als nicht schädigend für Populationen relevanter Raubmilben und Spinnen eingestuft.
033590-00,NB6641,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4)."
